scene_num,gloss_cat,specular_magnitude,specular_concentration,bump_height,albedo_r,albedo_g,albedo_b,camera_x,camera_z,rot_camera,skybox
scene000195,1,0.333,0.801,014.05,0.577,0.494,0.527,00.74,002.1,177.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000196,0,0.295,0.267,077.98,0.361,0.577,0.659,02.06,004.9,-034.9,GareoultWhiteBalanced (UnityEngine.Material)
scene000197,1,0.352,0.927,064.33,0.682,0.515,0.394,07.66,-008.2,-107.3,UniteWhiteBalanced (UnityEngine.Material)
scene000198,1,0.485,0.891,022.19,0.608,0.684,0.351,-07.44,002.7,-024.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000199,1,0.497,0.897,082.11,0.306,0.621,0.398,-03.63,003.6,042.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000200,1,0.416,0.878,045.32,0.417,0.693,0.323,04.76,-000.9,-095.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000201,1,0.300,0.784,099.86,0.508,0.561,0.360,-04.66,-006.8,-166.4,GareoultWhiteBalanced (UnityEngine.Material)
scene000202,1,0.363,0.843,027.19,0.599,0.413,0.505,-04.76,002.1,151.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000203,0,0.188,0.292,067.87,0.447,0.529,0.402,07.74,006.0,147.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000204,1,0.479,0.802,081.71,0.692,0.414,0.395,02.16,007.9,-148.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000205,1,0.353,0.783,047.28,0.576,0.387,0.642,05.25,000.1,019.2,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000206,1,0.351,0.850,031.27,0.490,0.653,0.531,00.22,002.0,021.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000207,0,0.173,0.257,058.55,0.374,0.397,0.443,07.58,-001.1,009.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000208,1,0.351,0.831,021.95,0.628,0.481,0.440,05.72,-000.2,065.3,UniteWhiteBalanced (UnityEngine.Material)
scene000209,0,0.105,0.245,037.12,0.446,0.383,0.363,-01.80,-003.5,034.7,GareoultWhiteBalanced (UnityEngine.Material)
scene000210,1,0.497,0.941,028.27,0.691,0.360,0.431,03.53,-001.7,007.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000211,1,0.479,0.918,040.22,0.365,0.400,0.627,-04.00,-000.4,060.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000212,1,0.350,0.858,049.03,0.554,0.342,0.627,-06.42,-000.8,010.7,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000213,1,0.423,0.807,004.99,0.343,0.386,0.518,-06.07,003.6,-007.0,GareoultWhiteBalanced (UnityEngine.Material)
scene000214,0,0.116,0.363,033.21,0.502,0.548,0.377,08.09,008.9,-152.1,GareoultWhiteBalanced (UnityEngine.Material)
scene000215,1,0.322,0.924,084.93,0.696,0.510,0.446,-08.99,003.3,032.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000216,1,0.318,0.914,032.32,0.646,0.648,0.497,08.82,000.1,176.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000217,0,0.227,0.235,091.71,0.474,0.341,0.583,05.40,008.3,021.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000218,1,0.365,0.846,048.38,0.660,0.540,0.318,-05.43,-009.8,054.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000219,0,0.190,0.378,037.03,0.304,0.498,0.534,-09.95,002.1,-114.1,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000220,1,0.473,0.780,031.58,0.656,0.513,0.492,10.00,000.5,044.7,UniteWhiteBalanced (UnityEngine.Material)
scene000221,0,0.183,0.396,046.78,0.636,0.523,0.495,05.07,006.9,-029.2,GareoultWhiteBalanced (UnityEngine.Material)
scene000222,0,0.183,0.229,056.49,0.645,0.438,0.642,-06.81,009.6,128.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000223,0,0.134,0.234,028.16,0.603,0.606,0.667,-06.16,001.3,-164.8,GareoultWhiteBalanced (UnityEngine.Material)
scene000224,0,0.298,0.270,032.98,0.325,0.615,0.580,03.70,000.4,135.6,UniteWhiteBalanced (UnityEngine.Material)
scene000225,1,0.318,0.861,091.85,0.507,0.589,0.304,01.94,-000.2,025.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000226,1,0.451,0.894,046.61,0.693,0.576,0.324,00.45,-006.2,153.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000227,0,0.165,0.240,094.71,0.465,0.339,0.695,04.01,008.8,-014.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000228,0,0.258,0.373,035.89,0.611,0.428,0.438,-05.21,001.4,-018.4,GareoultWhiteBalanced (UnityEngine.Material)
scene000229,0,0.133,0.231,062.55,0.306,0.356,0.601,07.20,003.4,112.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000230,1,0.322,0.803,061.47,0.551,0.551,0.513,00.97,006.5,-019.2,GareoultWhiteBalanced (UnityEngine.Material)
scene000231,0,0.136,0.353,079.67,0.678,0.312,0.467,-05.68,-004.1,037.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000232,1,0.452,0.866,037.66,0.487,0.455,0.533,-00.10,005.9,161.1,UniteWhiteBalanced (UnityEngine.Material)
scene000233,1,0.392,0.933,008.23,0.666,0.557,0.448,-09.09,-007.2,-127.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000234,1,0.378,0.780,097.51,0.679,0.345,0.464,09.84,-006.0,044.0,GareoultWhiteBalanced (UnityEngine.Material)
scene000235,0,0.258,0.235,052.19,0.637,0.659,0.499,08.95,-006.6,-094.1,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000236,0,0.128,0.274,024.79,0.458,0.693,0.664,-09.46,008.0,119.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000237,1,0.405,0.863,020.93,0.599,0.612,0.656,-06.29,-008.8,-053.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000238,1,0.391,0.910,011.97,0.419,0.555,0.674,-08.86,008.5,000.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000239,1,0.334,0.817,081.90,0.556,0.502,0.430,03.08,007.6,102.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000240,0,0.118,0.230,074.43,0.477,0.624,0.604,03.78,009.5,039.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000241,0,0.148,0.210,052.01,0.626,0.568,0.318,-01.71,-004.6,-072.4,UniteWhiteBalanced (UnityEngine.Material)
scene000242,0,0.161,0.237,015.44,0.670,0.651,0.685,-03.35,-007.0,165.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000243,0,0.204,0.271,023.77,0.350,0.384,0.546,-07.29,-005.7,-126.4,GareoultWhiteBalanced (UnityEngine.Material)
scene000244,1,0.462,0.816,031.78,0.610,0.584,0.453,-06.89,004.4,106.5,GareoultWhiteBalanced (UnityEngine.Material)
scene000245,0,0.202,0.337,075.00,0.640,0.514,0.587,09.90,009.6,108.3,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000246,1,0.352,0.839,085.12,0.565,0.433,0.691,01.43,-001.8,041.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000247,0,0.200,0.248,057.70,0.445,0.495,0.589,-02.47,008.5,-123.7,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000248,0,0.194,0.248,077.80,0.392,0.569,0.554,00.87,002.5,-026.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000249,1,0.463,0.880,038.54,0.669,0.611,0.659,06.29,007.8,174.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000250,1,0.440,0.783,097.87,0.338,0.449,0.353,-07.51,-009.8,065.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000251,0,0.223,0.373,076.76,0.615,0.519,0.433,-09.76,006.7,052.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000252,1,0.464,0.819,011.19,0.387,0.652,0.340,-01.24,004.4,-178.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000253,0,0.174,0.377,040.24,0.384,0.469,0.500,01.90,-002.0,021.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000254,0,0.176,0.364,062.75,0.662,0.685,0.489,-07.10,-007.4,024.4,UniteWhiteBalanced (UnityEngine.Material)
scene000255,1,0.316,0.850,067.91,0.633,0.619,0.611,-05.65,000.3,-023.8,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000256,1,0.366,0.820,059.10,0.307,0.310,0.490,-03.09,-006.5,039.2,GareoultWhiteBalanced (UnityEngine.Material)
scene000257,1,0.343,0.830,011.71,0.369,0.370,0.347,08.36,-008.0,169.3,UniteWhiteBalanced (UnityEngine.Material)
scene000258,1,0.395,0.827,075.34,0.303,0.498,0.669,01.53,-001.9,087.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000259,1,0.406,0.821,019.86,0.669,0.392,0.555,02.13,-007.3,-155.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000260,1,0.340,0.937,088.56,0.684,0.621,0.543,09.52,-000.2,060.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000261,1,0.328,0.939,061.53,0.367,0.541,0.463,-01.50,006.8,063.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000262,0,0.145,0.355,052.11,0.659,0.418,0.602,-02.26,-006.6,002.3,UniteWhiteBalanced (UnityEngine.Material)
scene000263,0,0.128,0.371,092.56,0.679,0.477,0.341,09.26,-005.7,039.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000264,1,0.463,0.751,061.70,0.380,0.452,0.469,-09.62,-008.6,-030.6,GareoultWhiteBalanced (UnityEngine.Material)
scene000265,0,0.247,0.203,049.72,0.639,0.476,0.524,-03.61,001.4,006.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000266,1,0.381,0.775,008.87,0.323,0.502,0.576,-01.31,006.2,-086.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000267,0,0.115,0.269,069.20,0.613,0.545,0.677,00.10,005.6,-156.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000268,0,0.216,0.202,035.58,0.446,0.668,0.684,06.28,-004.6,012.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000269,0,0.131,0.337,022.97,0.575,0.642,0.445,02.64,-000.1,162.1,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000270,0,0.277,0.263,054.33,0.574,0.308,0.466,00.39,004.3,-079.1,UniteWhiteBalanced (UnityEngine.Material)
scene000271,1,0.336,0.824,031.81,0.488,0.601,0.345,-08.74,008.0,-159.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000272,1,0.301,0.840,012.20,0.499,0.580,0.403,00.96,-000.8,161.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000273,0,0.218,0.395,052.43,0.621,0.676,0.519,-06.02,-009.6,-055.5,GareoultWhiteBalanced (UnityEngine.Material)
scene000274,1,0.304,0.829,044.06,0.470,0.619,0.312,-07.74,001.0,-123.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000275,1,0.441,0.897,065.70,0.595,0.561,0.310,-07.44,-001.5,072.1,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000276,1,0.498,0.817,008.33,0.614,0.576,0.488,01.31,-004.8,020.9,UniteWhiteBalanced (UnityEngine.Material)
scene000277,0,0.285,0.257,060.07,0.310,0.435,0.692,00.94,-001.1,051.6,GareoultWhiteBalanced (UnityEngine.Material)
scene000278,0,0.164,0.250,004.25,0.407,0.564,0.595,06.95,-008.7,048.3,GareoultWhiteBalanced (UnityEngine.Material)
scene000279,0,0.271,0.280,022.87,0.414,0.644,0.482,-07.84,-009.2,039.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000280,0,0.191,0.381,096.20,0.404,0.447,0.682,-07.85,005.5,-068.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000281,0,0.292,0.393,085.22,0.464,0.558,0.397,08.29,-001.0,072.1,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000282,1,0.309,0.933,089.83,0.697,0.691,0.610,06.96,-010.0,059.1,GareoultWhiteBalanced (UnityEngine.Material)
scene000283,1,0.312,0.879,073.62,0.688,0.520,0.513,00.66,-001.6,122.6,GareoultWhiteBalanced (UnityEngine.Material)
scene000284,1,0.372,0.893,089.35,0.513,0.379,0.379,02.71,008.1,095.8,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000285,1,0.356,0.921,029.97,0.346,0.625,0.373,05.76,000.1,-074.1,UniteWhiteBalanced (UnityEngine.Material)
scene000286,0,0.291,0.281,084.25,0.433,0.315,0.685,-02.85,-007.4,-031.9,GareoultWhiteBalanced (UnityEngine.Material)
scene000287,1,0.457,0.838,064.05,0.587,0.433,0.587,-04.81,-008.0,-019.9,GareoultWhiteBalanced (UnityEngine.Material)
scene000288,0,0.202,0.344,092.32,0.335,0.387,0.593,07.30,-001.7,054.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000289,1,0.308,0.910,078.09,0.348,0.628,0.429,05.45,004.1,-178.0,GareoultWhiteBalanced (UnityEngine.Material)
scene000290,0,0.217,0.303,009.10,0.473,0.670,0.314,-00.02,-008.0,043.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000291,1,0.334,0.793,057.95,0.506,0.609,0.683,-09.06,003.8,-084.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000292,0,0.212,0.228,087.56,0.471,0.631,0.359,-03.61,-007.7,-178.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000293,0,0.260,0.222,057.48,0.393,0.567,0.638,07.02,-002.4,-127.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000294,0,0.181,0.369,071.53,0.384,0.639,0.671,-07.18,-007.6,-106.7,GareoultWhiteBalanced (UnityEngine.Material)
scene000295,0,0.121,0.338,097.48,0.676,0.348,0.453,08.30,-008.2,142.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000296,1,0.417,0.785,040.29,0.406,0.578,0.517,05.33,003.9,096.1,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000297,1,0.442,0.885,088.89,0.590,0.629,0.342,06.61,010.0,-009.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000298,0,0.284,0.317,082.23,0.430,0.530,0.488,06.58,-006.7,-007.7,GareoultWhiteBalanced (UnityEngine.Material)
scene000299,0,0.211,0.239,060.18,0.387,0.674,0.595,08.42,007.7,080.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000300,0,0.261,0.346,007.08,0.431,0.615,0.476,-00.88,009.4,-124.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000301,1,0.334,0.944,064.29,0.443,0.356,0.584,-02.20,007.3,-168.8,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000302,0,0.293,0.303,094.65,0.581,0.678,0.374,-01.37,-001.0,-111.7,UniteWhiteBalanced (UnityEngine.Material)
scene000303,1,0.459,0.941,096.44,0.352,0.497,0.597,-03.52,-003.8,169.0,GareoultWhiteBalanced (UnityEngine.Material)
scene000304,1,0.451,0.894,038.68,0.591,0.473,0.522,-01.10,-003.3,-167.8,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000305,0,0.165,0.251,068.20,0.532,0.419,0.300,05.46,009.5,032.9,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000306,0,0.264,0.226,053.27,0.594,0.689,0.589,01.22,007.4,-065.9,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000307,1,0.465,0.925,020.99,0.346,0.479,0.433,-05.81,007.9,120.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000308,1,0.370,0.858,046.80,0.323,0.577,0.529,-08.17,-002.0,-064.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000309,0,0.160,0.261,011.06,0.363,0.417,0.401,-04.86,-002.5,-033.6,GareoultWhiteBalanced (UnityEngine.Material)
scene000310,0,0.115,0.326,021.58,0.464,0.334,0.585,05.97,-000.6,041.1,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000311,1,0.466,0.846,079.42,0.569,0.430,0.657,-09.20,006.2,-052.3,UniteWhiteBalanced (UnityEngine.Material)
scene000312,0,0.129,0.214,073.24,0.573,0.331,0.453,-02.00,006.8,-174.6,UniteWhiteBalanced (UnityEngine.Material)
scene000313,1,0.395,0.772,084.86,0.308,0.577,0.672,02.73,005.2,-072.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000314,0,0.215,0.387,092.61,0.414,0.465,0.418,09.66,004.1,080.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000315,0,0.194,0.232,058.58,0.524,0.529,0.628,08.39,003.1,135.9,GareoultWhiteBalanced (UnityEngine.Material)
scene000316,1,0.499,0.901,093.09,0.666,0.636,0.588,-08.07,-000.5,-100.8,UniteWhiteBalanced (UnityEngine.Material)
scene000317,0,0.211,0.311,015.83,0.381,0.395,0.422,08.25,004.6,014.1,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000318,0,0.215,0.319,029.85,0.592,0.565,0.352,-03.61,008.9,140.1,GareoultWhiteBalanced (UnityEngine.Material)
scene000319,0,0.258,0.364,068.61,0.329,0.557,0.368,03.60,001.3,117.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000320,1,0.479,0.782,023.10,0.698,0.552,0.574,03.99,003.6,-097.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000321,0,0.210,0.207,069.53,0.366,0.329,0.371,-00.58,005.0,061.1,GareoultWhiteBalanced (UnityEngine.Material)
scene000322,0,0.174,0.353,081.75,0.495,0.562,0.416,02.01,-004.8,-158.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000323,0,0.295,0.389,087.72,0.560,0.407,0.582,-05.49,-005.7,036.4,UniteWhiteBalanced (UnityEngine.Material)
scene000324,1,0.308,0.919,058.93,0.597,0.465,0.420,-06.49,006.8,-106.7,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000325,0,0.185,0.316,006.36,0.526,0.328,0.681,-00.17,-001.0,084.8,UniteWhiteBalanced (UnityEngine.Material)
scene000326,0,0.262,0.222,071.88,0.527,0.554,0.605,-04.07,-000.8,109.3,GareoultWhiteBalanced (UnityEngine.Material)
scene000327,0,0.137,0.270,007.80,0.694,0.495,0.478,-01.65,008.3,068.4,UniteWhiteBalanced (UnityEngine.Material)
scene000328,1,0.401,0.751,084.77,0.409,0.399,0.500,09.01,001.0,-009.4,GareoultWhiteBalanced (UnityEngine.Material)
scene000329,0,0.177,0.308,085.04,0.688,0.476,0.307,-03.41,006.5,-121.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000330,1,0.392,0.905,056.61,0.350,0.649,0.558,09.75,006.8,-044.7,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000331,0,0.139,0.368,091.70,0.362,0.637,0.389,-05.23,001.9,-064.6,UniteWhiteBalanced (UnityEngine.Material)
scene000332,0,0.142,0.298,044.13,0.542,0.602,0.459,-00.43,-000.1,-120.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000333,0,0.123,0.281,028.98,0.407,0.644,0.650,05.55,-000.2,074.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000334,1,0.325,0.928,093.70,0.607,0.378,0.502,06.67,003.6,114.8,UniteWhiteBalanced (UnityEngine.Material)
scene000335,1,0.434,0.824,056.26,0.310,0.439,0.478,04.58,009.9,151.2,UniteWhiteBalanced (UnityEngine.Material)
scene000336,1,0.492,0.829,041.43,0.540,0.440,0.490,00.00,-000.4,-165.9,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000337,0,0.188,0.397,014.17,0.541,0.556,0.450,05.33,004.4,005.5,UniteWhiteBalanced (UnityEngine.Material)
scene000338,1,0.448,0.849,024.66,0.585,0.452,0.531,-06.65,005.2,-165.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000339,0,0.240,0.227,097.04,0.469,0.386,0.301,00.28,-005.8,-087.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000340,0,0.168,0.256,019.13,0.389,0.431,0.584,-06.67,-004.1,-139.3,UniteWhiteBalanced (UnityEngine.Material)
scene000341,0,0.292,0.212,009.45,0.383,0.423,0.374,-08.93,-004.3,026.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000342,0,0.213,0.281,033.97,0.640,0.690,0.545,09.75,-004.9,-116.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000343,1,0.449,0.883,090.38,0.680,0.495,0.394,-07.05,009.5,-089.2,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000344,1,0.493,0.786,062.62,0.516,0.604,0.408,-05.46,-005.6,-026.1,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000345,0,0.110,0.360,008.48,0.674,0.325,0.469,-04.14,006.2,168.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000346,1,0.446,0.836,035.41,0.375,0.611,0.581,-01.65,-008.9,091.1,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000347,1,0.446,0.896,008.37,0.538,0.499,0.393,09.15,003.8,-058.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000348,0,0.239,0.383,049.75,0.603,0.533,0.609,-02.27,000.6,129.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000349,1,0.302,0.913,088.01,0.694,0.432,0.339,08.15,-005.0,-134.6,GareoultWhiteBalanced (UnityEngine.Material)
scene000350,1,0.332,0.757,036.06,0.686,0.596,0.558,-06.22,-002.6,-084.8,UniteWhiteBalanced (UnityEngine.Material)
scene000351,0,0.170,0.370,040.90,0.616,0.342,0.339,-02.74,-003.7,-036.7,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000352,0,0.195,0.200,017.79,0.393,0.320,0.653,02.78,005.5,-121.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000353,1,0.487,0.940,003.17,0.584,0.564,0.392,02.47,002.4,-149.9,UniteWhiteBalanced (UnityEngine.Material)
scene000354,0,0.153,0.319,020.89,0.305,0.379,0.448,08.84,006.8,048.7,GareoultWhiteBalanced (UnityEngine.Material)
scene000355,1,0.372,0.892,066.01,0.392,0.382,0.397,-03.13,009.5,138.1,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000356,0,0.125,0.221,014.29,0.665,0.572,0.513,06.94,006.1,-040.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000357,0,0.227,0.301,059.69,0.476,0.342,0.316,00.50,001.3,-123.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000358,0,0.196,0.245,007.41,0.550,0.655,0.547,05.54,-001.9,-157.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000359,0,0.165,0.293,070.65,0.362,0.312,0.471,05.88,007.8,-166.8,UniteWhiteBalanced (UnityEngine.Material)
scene000360,0,0.205,0.325,004.98,0.458,0.547,0.349,-01.51,-001.3,061.0,UniteWhiteBalanced (UnityEngine.Material)
scene000361,0,0.105,0.364,089.88,0.554,0.521,0.653,-04.56,001.0,079.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000362,0,0.174,0.275,091.65,0.652,0.551,0.544,03.54,008.0,-173.7,GareoultWhiteBalanced (UnityEngine.Material)
scene000363,0,0.108,0.376,044.57,0.398,0.509,0.536,-06.39,-002.2,000.1,UniteWhiteBalanced (UnityEngine.Material)
scene000364,0,0.211,0.322,021.15,0.692,0.329,0.638,02.51,-005.3,032.0,UniteWhiteBalanced (UnityEngine.Material)
scene000365,1,0.415,0.944,037.92,0.603,0.358,0.463,09.33,004.7,-034.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene000366,1,0.350,0.751,008.64,0.389,0.519,0.391,04.44,003.8,011.5,UniteWhiteBalanced (UnityEngine.Material)
scene000367,1,0.465,0.910,051.45,0.398,0.485,0.479,-08.31,-002.8,157.8,GareoultWhiteBalanced (UnityEngine.Material)
scene000368,1,0.321,0.910,060.30,0.527,0.419,0.393,08.22,001.2,-026.5,UniteWhiteBalanced (UnityEngine.Material)
scene000369,0,0.181,0.330,013.51,0.658,0.570,0.345,07.83,007.3,088.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000370,0,0.209,0.208,082.86,0.578,0.352,0.332,06.37,-006.7,-087.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000371,1,0.380,0.910,025.06,0.315,0.699,0.486,-07.63,-006.3,-083.0,GareoultWhiteBalanced (UnityEngine.Material)
scene000372,0,0.107,0.314,080.38,0.648,0.404,0.404,01.27,-005.4,-119.4,GareoultWhiteBalanced (UnityEngine.Material)
scene000373,0,0.169,0.256,056.32,0.529,0.687,0.525,-00.59,006.5,102.1,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000374,1,0.462,0.864,029.48,0.334,0.437,0.390,-03.39,-008.3,-071.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene000375,1,0.433,0.752,026.21,0.411,0.430,0.439,-05.54,-005.5,-065.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene000376,1,0.466,0.845,032.33,0.431,0.516,0.501,01.84,-003.8,-017.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene000377,0,0.114,0.233,045.33,0.364,0.576,0.636,02.35,-005.6,165.2,MuirWoodWhiteBalanced (UnityEngine.Material)
